2018-11-14 20:08:17;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11593;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;171;180389150755;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-14 20:38:17;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11594;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;171;180389150755;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-14 21:08:17;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11594;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;171;180389150755;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-14 21:38:17;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-14 22:08:17;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-14 22:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-14 23:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-14 23:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 00:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 00:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 01:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 01:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 02:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 02:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 03:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 03:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 04:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 04:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 05:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 05:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 06:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 06:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 07:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 07:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 08:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 08:38:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 09:08:26;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;496;	5;100;0;	7;100;0;	8;124;33;	9;99;11595;	10;100;0;	12;100;300;	192;100;1077;	193;100;1077;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 09:35:43;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11607;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;222;180389150747;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 10:05:44;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11607;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 10:35:44;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11608;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 10:56:45;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11608;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;171;180389150755;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 11:04:42;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11608;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 11:34:46;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11609;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;166;180389150756;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 12:04:47;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11609;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 12:34:46;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11610;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 13:04:45;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11610;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 13:34:47;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11611;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 14:04:44;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11611;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;166;180389150756;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 14:08:53;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11611;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;166;180389150756;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 14:16:06;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11611;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;171;180389150755;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 14:46:08;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11612;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 15:16:07;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;497;	5;100;0;	7;100;0;	8;124;33;	9;99;11612;	10;100;0;	12;100;300;	192;100;1078;	193;100;1078;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 15:46:11;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;498;	5;100;0;	7;100;0;	8;124;33;	9;99;11613;	10;100;0;	12;100;300;	192;100;1079;	193;100;1079;	194;166;180389150756;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 15:55:17;	1;100;0;	2;138;74;	3;134;21494366475;	4;100;498;	5;100;0;	7;100;0;	8;124;33;	9;99;11613;	10;100;0;	12;100;300;	192;100;1079;	193;100;1079;	194;171;180389150755;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 16:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11613;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;171;180389150755;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 16:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11614;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 17:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11614;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 17:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11615;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 18:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11615;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 18:55:22;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11616;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 19:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11616;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 19:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11617;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 20:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11617;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 20:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11618;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;176;180389150754;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 21:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11618;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 21:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11619;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 22:25:22;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11619;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 22:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11620;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 23:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11620;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-15 23:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11621;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 00:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11621;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 00:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11622;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 01:25:22;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11622;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 01:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11623;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 02:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11623;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 02:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11624;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 03:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11624;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 03:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11625;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 04:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11625;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 04:55:22;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11626;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 05:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11626;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 05:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11627;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 06:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11627;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 06:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11628;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 07:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11628;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 07:55:22;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11629;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 08:25:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11629;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;187;180389150752;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 08:55:23;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11630;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;181;180389150753;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 09:25:18;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11630;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;171;180389150755;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 09:55:19;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11631;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;166;180389150756;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 10:25:18;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11631;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;166;180389150756;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 10:55:18;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11632;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;166;180389150756;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 11:25:18;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11632;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 11:55:18;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11633;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 12:25:18;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11633;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 12:55:18;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11634;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;166;180389150756;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 13:25:18;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11634;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;162;180389150757;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2018-11-16 13:55:18;	1;100;0;	2;138;74;	3;134;12904431883;	4;100;499;	5;100;0;	7;100;0;	8;124;33;	9;99;11635;	10;100;0;	12;100;300;	192;100;1080;	193;100;1080;	194;171;180389150755;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
